DISKBENCH,1,R,Y,3081281375.144380
DISKBENCH,1,R,N,1591919619.863750
DISKBENCH,1,W,Y,156489180.084456
DISKBENCH,1,W,N,1320265818.411193
DISKBENCH,1024,R,Y,3181108512.548254
DISKBENCH,1024,R,N,1560383219.957944
DISKBENCH,1024,W,Y,155480874.548387
DISKBENCH,1024,W,N,1341622183.821444
DISKBENCH,1048576,R,Y,3249858348.983721
DISKBENCH,1048576,R,N,1643000381.010673
DISKBENCH,1048576,W,Y,152559152.055923
DISKBENCH,1048576,W,N,1253457554.306207
DISKBENCH,1073741824,R,Y,3108393882.460564
DISKBENCH,1073741824,R,N,1575681453.849608
DISKBENCH,1073741824,W,Y,151689280.349495
DISKBENCH,1073741824,W,N,1303287190.243145
MEMBENCH,1,1,1
MEMBENCH,1,2,1
MEMBENCH,1,1,2
MEMBENCH,1,2,2
MEMBENCH,1,1,3
MEMBENCH,1,2,3
MEMBENCH,1024,1,1
MEMBENCH,1024,2,1
MEMBENCH,1024,1,2
MEMBENCH,1024,2,2
MEMBENCH,1024,1,3
MEMBENCH,1024,2,3
MEMBENCH,1048576,1,1
MEMBENCH,1048576,2,1
MEMBENCH,1048576,1,2
MEMBENCH,1048576,2,2
MEMBENCH,1048576,1,3
MEMBENCH,1048576,2,3
CPUBENCH
